flight_id,flight_duration,passenger_count,adult_passengers,child_passengers,business_class_ratio,is_international,total_food_demand
1257,5.86,282,246,36,0.321179258967464,0,469
1258,3.16,158,129,29,0.4231728395267549,0,180
1259,7.14,195,185,10,0.9824898317940618,0,405
1260,6.47,160,159,1,0.1567043477959481,0,255
1261,1.11,277,225,52,0.5408120707980756,0,263
1262,6.72,160,154,6,0.09887115505365096,0,248
1263,5.7,263,262,1,0.3184963132638786,1,563
1264,4.35,83,69,14,0.5275259236745986,1,185
1265,2.58,160,151,9,0.9466317459653377,0,219
1266,4.28,57,44,13,0.391228221283483,0,96
1267,3.97,217,153,64,0.06490669621466982,0,213
1268,3.02,162,140,22,0.38816144796031693,0,184
1269,2.21,285,254,31,0.14574117587397772,0,297
1270,6.34,132,117,15,0.2299896132914453,0,213
1271,11.91,91,75,16,0.6180906231649904,1,277
1272,6.44,218,217,1,0.06742386620368168,0,336
1273,3.07,150,141,9,0.46472375625003737,0,177
1274,2.71,55,54,1,0.6094615860107644,0,68
1275,4.96,229,225,4,0.4218583923674969,1,504
1276,1.96,75,55,20,0.01912635062373036,0,58
1277,4.86,113,104,9,0.9855193569028654,0,234
1278,5.24,275,266,9,0.3671157673405353,0,471
1279,9.35,236,236,0,0.7785771869332669,1,761
1280,5.76,233,202,31,0.32564649218745323,0,388
1281,5.63,108,96,12,0.47501675699341883,1,239
1282,3.31,158,129,29,0.38846364261099653,0,178
1283,5.77,247,179,68,0.3425392295096077,0,406
1284,3.45,278,222,56,0.021851377207778744,0,272
1285,2.49,170,157,13,0.3600209378545035,0,193
1286,3.62,82,82,0,0.88948999039953,0,111
1287,5.45,230,190,40,0.6903933385936837,1,535
1288,1.62,199,155,44,0.14542285909543984,0,163
1289,6.81,70,68,2,0.5911550046227392,0,129
1290,6.97,247,226,21,0.8922308599488715,0,498
1291,2.54,119,98,21,0.7000340409648554,0,149
1292,1.45,296,252,44,0.14868439235669673,0,246
1293,6.17,161,154,7,0.8678324967344967,0,324
1294,2.48,53,43,10,0.3015440132888654,0,58
1295,3.75,143,115,28,0.4540761443123418,0,165
1296,3.58,124,112,12,0.5261427596891464,1,185
1297,2.58,239,219,20,0.8505066043781953,0,317
1298,10.14,111,99,12,0.9316074951476611,1,368
1299,6.63,143,123,20,0.929652877790556,0,290
1300,2.45,144,108,36,0.00795418127854064,0,139
1301,3.35,201,174,27,0.9218884855854572,0,271
1302,1.94,104,91,13,0.054386966001572334,0,83
1303,3.67,186,166,20,0.26577365681743537,1,259
1304,7.95,296,287,9,0.5149878547278329,0,533
1305,5.59,180,171,9,0.47992568900439403,0,320
1306,7.88,292,260,32,0.604709793887392,1,668
1307,6.36,80,63,17,0.4794462287370058,0,139
1308,6.88,89,76,13,0.9343756796404208,0,180
1309,6.65,278,213,65,0.240548848214587,0,442
1310,3.15,85,65,20,0.27402469403848584,1,117
1311,2.31,201,192,9,0.9207379356930562,0,274
1312,5.58,272,201,71,0.07673951374525623,0,405
1313,3.63,55,54,1,0.6095608219048099,0,68
1314,11.84,115,96,19,0.6817359520656108,1,356
1315,5.66,261,245,16,0.5055417234297395,0,467
1316,7.7,269,229,40,0.6942318788231372,0,507
1317,2.41,124,115,9,0.172754646011967,0,131
1318,10.78,53,50,3,0.8526322327715399,1,173
1319,5.89,128,99,29,0.14002568946988558,1,254
1320,11.91,183,161,22,0.4008124443157497,1,528
1321,2.1,167,165,2,0.0752576013082058,0,172
1322,4.61,162,119,43,0.5452110788174002,0,286
1323,6.55,143,143,0,0.6697458074256392,0,272
1324,6.89,297,264,33,0.9412216350952906,1,739
1325,4.28,279,228,51,0.7393361958960009,0,531
1326,7.9,228,178,50,0.5411029164541511,0,405
1327,3.98,111,100,11,0.9326170171703337,0,151
1328,5.23,234,172,62,0.47843683804087656,0,404
1329,1.38,243,201,42,0.5612056530988694,0,233
1330,6.9,128,103,25,0.5960985276700957,0,232
1331,5.54,252,178,74,0.40997972588656684,0,423
1332,3.83,185,165,20,0.8384826905658241,0,244
1333,1.11,75,59,16,0.18517593884505912,0,63
1334,5.14,228,198,30,0.554842190371608,0,411
1335,1.09,222,210,12,0.722233256187194,0,227
1336,1.01,93,87,6,0.9039761718765772,0,101
1337,5.31,182,166,16,0.8839183964342784,0,366
1338,2.32,119,93,26,0.5087402894301419,0,139
1339,2.34,203,187,16,0.6431614511633417,0,253
1340,5.57,167,123,44,0.394237736129301,0,280
1341,1.38,117,109,8,0.4681777628802003,0,110
1342,3.19,68,56,12,0.9062657925730495,0,91
1343,4.34,261,220,41,0.930703993192474,1,645
1344,5.06,274,218,56,0.8954140580670197,0,546
1345,5.63,69,64,5,0.13837086181363822,0,108
1346,6.05,162,148,14,0.8500840213306362,0,322
1347,2.79,189,144,45,0.9483637310214803,0,254
1348,1.62,96,70,26,0.3612496945736047,0,85
1349,1.55,50,39,11,0.5186462894216692,0,47
1350,3.98,139,122,17,0.7790952558129959,0,180
1351,7.62,191,154,37,0.5620781375656487,0,343
1352,4.96,113,82,31,0.9934835217062494,1,281
1353,2.8,87,77,10,0.45571336515682836,0,101
1354,1.71,86,65,21,0.7139427112073776,0,86
1355,5.24,175,145,30,0.7925911401965442,0,339
1356,5.76,188,186,2,0.49410041575843944,0,337
1357,8.79,149,126,23,0.8569838057113758,1,483
1358,7.03,126,109,17,0.5461545912071964,0,226
1359,7.38,284,199,85,0.4116507968016314,1,605
1360,1.94,52,46,6,0.10782367385194702,0,43
1361,3.03,210,174,36,0.3934135763504242,0,238
1362,5.64,183,173,10,0.7339364547332842,0,353
1363,5.29,227,219,8,0.9212864116801073,0,464
1364,4.72,297,275,22,0.2516794038603103,0,485
1365,5.78,59,46,13,0.3552355173305026,0,98
1366,5.46,54,46,8,0.1539609941044262,0,84
1367,7.17,200,179,21,0.6907228942289688,0,378
1368,8.27,187,175,12,0.9601884300099253,1,626
1369,6.45,221,177,44,0.6409522198481755,0,407
1370,2.74,179,159,20,0.6170765300062263,0,220
1371,5.75,62,54,8,0.5534899305004339,0,112
1372,7.32,217,210,7,0.08845574068553652,0,335
1373,3.7,179,147,32,0.7295038264293836,0,226
1374,10.01,133,109,24,0.6020495435493508,1,403
1375,9.52,114,79,35,0.661476768856287,1,346
1376,1.42,112,108,4,0.8988110930274216,0,121
1377,8.23,150,135,15,0.7839607870610179,1,480
1378,1.91,122,118,4,0.7809152521545261,0,128
1379,7.77,66,54,12,0.9271837688793476,0,133
1380,6.68,58,52,6,0.9899349514629996,0,120
1381,1.77,252,223,29,0.5812827319610596,0,245
1382,1.85,192,151,41,0.10888161603116575,0,155
1383,5.16,201,190,11,0.4591299077754364,0,354
1384,3.41,87,71,16,0.7876011464616444,0,112
1385,1.24,296,246,50,0.02772532476184919,0,233
1386,4.79,212,164,48,0.05688743835614907,0,314
1387,6.49,143,114,29,0.06715778238282133,1,278
1388,1.71,144,141,3,0.7310357583283108,0,149
1389,6.61,98,82,16,0.5011666285631721,0,173
1390,7.41,118,96,22,0.3688979435205936,0,198
1391,6.3,111,89,22,0.10561704526173599,0,169
1392,6.76,237,196,41,0.7322402502058891,0,450
1393,2.52,285,207,78,0.3210198105508997,0,310
1394,2.85,227,197,30,0.2653240700646672,0,247
1395,2.46,127,107,20,0.6523192015535509,0,157
1396,6.36,166,141,25,0.5590108925968418,0,299
1397,7.64,169,144,25,0.3624106418133016,0,285
1398,6.02,252,252,0,0.6414874708055881,0,475
1399,7.17,186,145,41,0.2712215203841182,0,300
1400,8.75,211,209,2,0.7948302616043268,1,682
1401,3.71,125,98,27,0.22931895030765392,0,132
1402,6.83,276,236,40,0.15883769538201564,1,556
1403,1.53,84,63,21,0.7824394094988749,0,86
1404,3.28,50,37,13,0.7078920306979332,1,77
1405,5.87,89,89,0,0.18263897570179843,0,143
1406,4.07,113,85,28,0.11624575268993798,0,171
1407,7.97,199,195,4,0.8383990884866921,1,487
1408,4.9,109,93,16,0.776598482196688,0,211
1409,2.94,113,94,19,0.32725737369966423,0,125
1410,4.33,142,137,5,0.6581974082133667,0,268
1411,4.3,121,87,34,0.1241601865478108,0,183
1412,6.5,60,49,11,0.5070476590476781,1,133
1413,6.74,154,119,35,0.018730292060419873,0,225
1414,4.16,278,274,4,0.39160188092155546,0,481
1415,5.23,63,60,3,0.07484282147140509,0,97
1416,7.27,109,81,28,0.4751471801568825,0,188
1417,7.06,79,73,6,0.42168164685289433,0,137
1418,7.23,84,70,14,0.444385026638056,0,145
1419,2.89,262,242,20,0.04533130204799407,0,264
1420,1.24,214,162,52,0.3616163412818324,0,190
1421,5.35,54,40,14,0.7564838490999165,1,127
1422,2.95,132,130,2,0.3689143733536201,0,151
1423,7.37,172,127,45,0.7151719526095807,0,322
1424,5.54,127,112,15,0.36947872363373324,0,215
1425,1.57,203,154,49,0.42323944149018644,0,184
1426,1.95,111,108,3,0.5638921128292661,0,108
1427,4.4,181,163,18,0.9506819368070825,1,452
1428,5.41,138,133,5,0.10886044664665517,0,215
1429,9.62,286,252,34,0.03291376866117368,1,741
1430,7.02,91,65,26,0.6079571838100452,0,164
1431,7.58,138,123,15,0.9490970889284264,0,282
1432,2.41,195,138,57,0.9897231325547149,0,264
1433,3.17,89,74,15,0.4841642473920018,0,104
1434,2.68,121,117,4,0.46808162108509843,0,143
1435,6.23,88,76,12,0.6449637707451962,1,203
1436,7.4,153,128,25,0.5556347572049698,0,275
1437,8.18,63,49,14,0.6340880576141181,1,192
1438,6.17,81,63,18,0.8739994255378942,0,160
1439,4.43,228,220,8,0.7463061694876093,0,442
1440,1.2,174,126,48,0.49687739168679557,0,161
1441,1.45,215,181,34,0.4618644590001696,0,200
1442,7.84,146,136,10,0.639601748513116,1,338
1443,6.03,72,59,13,0.4557062844202975,0,125
1444,2.51,112,80,32,0.45777935126563984,0,128
1445,6.05,192,192,0,0.016305901786504817,0,290
1446,6.67,274,266,8,0.17406413740730842,0,438
1447,3.88,202,189,13,0.48851363999575304,0,240
1448,6.22,194,193,1,0.8226534590503691,0,387
1449,3.83,274,221,53,0.27872700672712414,0,297
1450,5.75,288,269,19,0.522643433131149,0,518
1451,6.35,296,268,28,0.3449620847592322,0,499
1452,7.94,243,221,22,0.10480398953958903,0,375
1453,3.42,255,218,37,0.9582984830713006,0,347
1454,3.88,102,101,1,0.8546738702503017,0,137
1455,2.16,153,127,26,0.07849242446690641,0,154
1456,2.43,153,126,27,0.7197872624682846,0,193
1457,5.85,228,180,48,0.3475799043575002,0,379
1458,7.42,88,64,24,0.9948498070617926,0,179
1459,3.76,228,171,57,0.3023985198289777,0,247
1460,2.26,247,216,31,0.23873844536259992,0,266
1461,3.0,183,169,14,0.5678905483054052,0,222
1462,7.1,116,100,16,0.8351261633432041,1,281
1463,3.03,184,179,5,0.192518871819798,0,197
1464,2.64,228,212,16,0.7094027697193312,0,290
1465,6.15,249,209,40,0.061406583141121684,0,374
1466,1.05,91,63,28,0.9189347431104973,0,96
1467,4.77,241,168,73,0.08107491614729878,0,357
1468,6.56,293,219,74,0.9142313763441625,0,584
1469,2.86,64,56,8,0.4908072494527028,0,75
1470,5.22,160,128,32,0.44809111279591984,0,276
1471,5.68,206,167,39,0.9733070795003765,0,421
1472,5.59,82,82,0,0.9903841776982191,0,172
1473,4.12,293,276,17,0.650178125961012,0,550
1474,3.43,271,211,60,0.1271192918570485,0,276
1475,6.85,280,241,39,0.5061700856552025,0,496
1476,6.31,204,149,55,0.5291631009556624,0,358
1477,5.89,213,156,57,0.5144464281353097,1,468
1478,1.72,206,202,4,0.5694918385200097,0,202
1479,1.5,87,85,2,0.01872471379439067,0,70
1480,1.66,234,221,13,0.7112272814705024,0,239
1481,8.25,146,114,32,0.712394301952988,1,453
1482,1.36,278,232,46,0.11546977517788792,0,227
1483,3.36,204,178,26,0.5702394424458007,0,247
1484,6.27,232,189,43,0.5683611824357746,0,417
1485,3.06,82,81,1,0.6824504201904001,0,104
1486,9.87,245,231,14,0.08539769213508108,1,650
1487,6.22,135,109,26,0.6265033072660964,0,247
1488,2.72,115,81,34,0.2807519507463412,0,123
1489,9.56,59,58,1,0.5070029904961719,1,177
1490,6.23,54,53,1,0.7733235527040767,0,106
1491,3.78,172,149,23,0.7056459363630133,0,217
1492,2.47,123,98,25,0.11890301767799338,0,125
1493,4.65,146,133,13,0.5911847871160733,0,268
1494,7.45,167,165,2,0.9691165309407386,0,347
1495,5.48,87,73,14,0.15676943733500226,0,136
1496,2.21,190,162,28,0.8529070877254149,0,251
1497,5.78,208,162,46,0.7025480805537769,0,389
1498,6.84,96,79,17,0.7740033129097597,1,228
1499,5.14,277,235,42,0.28195832714264546,0,453
1500,9.61,158,130,28,0.28788892937984245,1,439
1501,4.6,265,205,60,0.9060194557764881,0,528
1502,6.7,229,214,15,0.35983203209255865,0,390
1503,9.5,233,202,31,0.06301539069281048,1,608
1504,5.31,64,62,2,0.60059670357945,0,119
1505,2.06,206,195,11,0.12481766904184266,0,215
1506,6.85,185,143,42,0.7965962414079082,0,356
1507,7.55,54,45,9,0.6417464425010574,0,100
1508,1.96,206,195,11,0.8747265052212082,0,221
1509,7.39,96,76,20,0.7848372497826352,1,228
1510,2.81,117,111,6,0.11211364833819615,0,121
1511,6.28,125,109,16,0.3810706764344223,0,212
1512,6.05,222,206,16,0.7745602499145873,0,433
1513,1.99,179,154,25,0.41734147326632576,0,164
1514,7.14,204,174,30,0.9723654847799783,0,418
1515,2.27,144,108,36,0.7357404498934492,0,181
1516,6.58,164,160,4,0.015499916690321025,0,247
1517,4.2,292,204,88,0.8799856915608364,0,572
1518,5.95,213,192,21,0.1008047848685576,1,424
1519,2.11,85,61,24,0.14052372418008585,0,86
1520,2.17,75,62,13,0.7344924006110509,0,95
1521,5.63,92,65,27,0.8649685594304802,0,180
1522,4.85,76,68,8,0.536349627899556,0,137
1523,1.85,118,90,28,0.2890497329457792,0,102
1524,4.01,197,168,29,0.35131554525317554,1,419
1525,1.51,60,56,4,0.342889329596056,0,54
1526,9.69,123,97,26,0.32667810380951223,1,344
1527,5.98,153,139,14,0.2429096718216498,0,249
1528,3.53,87,72,15,0.608867094629233,1,132
1529,4.92,183,141,42,0.9004053185650672,0,364
1530,3.76,249,230,19,0.30708241308334117,1,351
1531,7.33,72,57,15,0.18669429746141208,0,113
1532,7.35,96,74,22,0.8385776663714248,0,187
1533,9.28,139,123,16,0.7417833308897033,1,439
1534,7.48,95,95,0,0.9308370315599105,0,196
1535,6.68,156,120,36,0.16551973560490962,0,241
1536,6.8,189,132,57,0.14425131411659153,0,287
1537,8.13,267,227,40,0.5414293943049967,1,798
1538,3.14,190,183,7,0.6144336548350953,0,236
1539,2.52,153,117,36,0.48017344185958954,0,177
1540,3.29,239,209,30,0.5989666363238755,0,292
1541,5.4,259,197,62,0.18037976887507134,0,403
1542,4.55,266,217,49,0.47961375416408336,1,584
1543,2.81,274,230,44,0.6580925609396678,0,340
1544,4.28,160,134,26,0.4327064492487037,0,276
1545,5.1,153,112,41,0.6794473358165979,1,351
1546,5.12,109,97,12,0.4511912805538396,0,190
1547,7.46,220,203,17,0.33359958084227725,0,370
1548,6.24,253,213,40,0.30360504708709235,0,417
1549,5.66,285,262,23,0.410902058988588,0,493
1550,5.08,149,111,38,0.023089622682200828,0,217
1551,4.42,289,250,39,0.6685251384461137,0,541
1552,2.31,117,115,2,0.8451056409802619,0,156
1553,7.26,182,177,5,0.3546270944431186,0,311
1554,2.74,169,128,41,0.046033136141718556,0,166
1555,1.64,86,83,3,0.9867755973855576,0,96
1556,6.25,121,104,17,0.26369825545106695,0,197
1557,2.23,176,173,3,0.126621121690773,0,184
1558,3.6,155,109,46,0.36975250797302794,0,171
1559,1.2,290,265,25,0.7385570406335566,0,298
1560,1.96,141,137,4,0.2939165968905657,0,126
1561,2.21,80,74,6,0.5747032039194878,0,97
1562,1.38,171,157,14,0.4155599944371422,0,158
1563,5.6,186,157,29,0.11776399227661849,0,286
1564,6.86,295,222,73,0.33028701249211023,0,485
1565,3.61,100,75,25,0.7248705057140666,0,125
1566,10.87,78,72,6,0.6120038973314457,1,239
1567,4.92,255,233,22,0.11977837988356099,1,511
1568,3.28,89,67,22,0.16332240971430856,0,92
1569,2.06,90,89,1,0.6407333593074455,0,113
1570,5.34,263,249,14,0.8134154143208688,0,520
1571,3.94,60,47,13,0.34947449595816926,0,66
1572,5.29,200,194,6,0.5953107518434502,0,370
1573,6.33,50,39,11,0.17064358875210528,0,78
1574,4.82,95,84,11,0.31137633690532385,0,158
1575,5.39,150,108,42,0.0202702056730526,0,217
1576,7.55,198,159,39,0.7682759477995226,0,379
1577,3.09,139,122,17,0.4010098197729668,0,159
1578,3.51,159,159,0,0.8161255736539539,0,211
1579,6.02,213,191,22,0.7083729960227263,0,405
1580,5.28,231,196,35,0.8287442657284769,0,453
1581,2.25,264,241,23,0.2856586695828828,0,291
1582,3.63,106,86,20,0.18510873042784526,0,111
1583,4.27,50,38,12,0.9719056826516705,0,101
1584,3.94,112,109,3,0.7173277870408695,0,144
1585,2.25,231,220,11,0.8340422679266704,0,306
1586,11.32,104,90,14,0.013133373709933727,1,267
1587,9.86,164,148,16,0.35446162029588657,1,468
1588,4.37,217,206,11,0.7428166905773317,0,420
1589,5.76,192,192,0,0.07798283298998332,0,297
1590,7.28,198,165,33,0.5673399295689356,0,357
1591,4.23,224,156,68,0.4290727674550032,1,479
1592,2.75,250,216,34,0.017616507141107296,0,247
1593,7.88,102,88,14,0.23597557711945139,1,210
1594,6.59,186,177,9,0.2847919890667142,0,309
1595,1.25,251,214,37,0.11185994634632246,0,205
1596,11.86,229,222,7,0.6315369097426604,1,709
1597,4.18,106,85,21,0.24239787625188902,0,170
1598,3.51,166,123,43,0.27761949961938837,0,178
1599,3.05,203,165,38,0.8982385982001474,0,270
1600,2.22,218,155,63,0.46712309269313945,0,249
1601,6.54,84,63,21,0.39212814696927234,0,141
1602,7.69,112,104,8,0.7238710383147172,0,215
1603,3.9,293,213,80,0.9096137968829121,0,388
1604,7.67,74,65,9,0.025036336237443835,0,110
1605,10.41,139,112,27,0.4482388465553965,1,403
1606,4.37,124,97,27,0.6107813560779473,0,225
1607,5.72,87,83,4,0.3185630981259896,0,146
1608,4.04,179,179,0,0.7724077221232417,0,351
1609,4.91,184,141,43,0.9714770702702739,0,374
1610,1.41,259,205,54,0.9434273662502832,0,279
1611,9.27,268,220,48,0.2659825393799419,1,739
1612,1.37,211,170,41,0.226338278437486,0,179
1613,6.72,140,139,1,0.9574905310212211,0,290
1614,6.77,66,54,12,0.4586284874314659,0,114
1615,2.66,177,148,29,0.20829772308469174,0,187
1616,5.91,220,173,47,0.7069969636304182,1,512
1617,4.37,236,228,8,0.28442032390379157,0,392
1618,5.18,157,148,9,0.26724697507105233,0,259
1619,3.01,300,219,81,0.8792490430777847,0,393
1620,5.15,228,225,3,0.16247915337690344,0,364
1621,3.08,231,184,47,0.06439294646623639,0,230
1622,1.39,201,144,57,0.26918644017168725,0,171
1623,1.02,74,53,21,0.6069454128382038,0,71
1624,1.71,248,230,18,0.12308785340327055,0,206
1625,6.55,229,186,43,0.47159467227679375,0,399
1626,11.65,247,186,61,0.6273371104253198,1,748
1627,6.84,294,239,55,0.8487369925931739,1,711
1628,4.59,137,106,31,0.22986959120225436,0,217
1629,2.03,210,187,23,0.8173463233827895,0,275
1630,4.86,226,210,16,0.23490626113123858,0,367
1631,2.01,78,65,13,0.6767665412396405,0,97
1632,5.28,112,103,9,0.4306735714824551,0,195
1633,7.53,284,244,40,0.11468124237867017,0,437
1634,4.76,199,172,27,0.7142634628218487,1,467
1635,9.88,203,164,39,0.2177626185490178,1,551
1636,1.16,205,173,32,0.17662342602459147,0,172
1637,3.63,163,163,0,0.3583229285893832,0,186
1638,1.78,262,194,68,0.6532902447594835,0,256
1639,3.47,98,90,8,0.2339964787906278,0,106
1640,2.21,248,176,72,0.18366153878188574,0,255
1641,3.61,130,113,17,0.009953625713364334,0,128
1642,6.76,133,93,40,0.4716430971017236,1,288
1643,3.1,154,131,23,0.4286455693151827,0,177
1644,5.6,226,223,3,0.23386774363737628,0,370
1645,7.43,197,166,31,0.05365216400969075,0,295
1646,3.8,167,118,49,0.4292558745958369,0,188
1647,2.35,135,114,21,0.7882051110716313,0,174
1648,5.44,269,236,33,0.715282131327177,1,633
1649,6.98,112,99,13,0.8607948898601703,0,223
1650,5.0,238,227,11,0.009582687713155624,0,356
1651,4.19,153,139,14,0.9664193168045985,0,315
1652,2.05,98,87,11,0.34141225262744834,0,110
1653,7.05,120,98,22,0.9903977960919648,1,300
1654,2.95,50,44,6,0.25261946060177465,0,54
1655,11.49,273,242,31,0.4715363875782448,1,803
1656,7.19,190,147,43,0.35392767657530366,0,316
1657,1.59,271,234,37,0.3557607149943026,0,243
1658,4.62,264,208,56,0.8422820987482158,0,517
1659,2.58,228,179,49,0.7464189397373387,0,289
1660,3.88,172,143,29,0.9921514352300481,0,236
1661,7.14,233,167,66,0.6135146827175125,0,420
1662,4.69,260,251,9,0.46325660439450267,0,460
1663,3.34,111,99,12,0.09007386294689113,0,113
1664,2.46,81,59,22,0.9965614195138568,0,110
1665,6.6,207,170,37,0.5515306529322829,0,371
1666,5.37,78,71,7,0.7004774696901418,0,148
1667,4.28,98,88,10,0.4067423871913114,0,169
1668,2.52,222,177,45,0.5477157081792359,0,264
1669,3.34,270,252,18,0.9425777318928872,0,369
1670,7.72,79,57,22,0.16641943793160274,0,121
1671,4.64,193,174,19,0.2923725843302546,0,319
1672,3.8,217,160,57,0.15205972777803234,0,222
1673,4.65,68,66,2,0.7922159038047747,0,134
1674,10.01,67,62,5,0.06204526042182956,1,176
1675,3.38,50,42,8,0.0816316498513383,0,50
1676,2.25,127,98,29,0.2984941127873687,0,138
1677,5.09,164,118,46,0.5141881809210113,0,286
1678,5.66,224,208,16,0.40627480055958654,0,387
1679,9.41,291,257,34,0.04481631067080727,1,757
1680,7.17,243,206,37,0.9574915578709515,0,496
1681,6.34,295,261,34,0.9528695203580837,1,736
1682,3.68,269,246,23,0.2793563232407599,1,376
1683,7.71,162,157,5,0.7315256152685815,0,313
1684,4.05,163,151,12,0.5785754113832238,0,298
1685,5.36,271,257,14,0.23747669500562407,0,442
1686,5.66,215,208,7,0.26217155174161544,0,355
1687,4.83,228,160,68,0.49115317431045047,0,394
1688,2.44,112,78,34,0.4192369414973601,0,126
1689,6.29,181,165,16,0.29122932823126424,0,300
1690,6.63,178,174,4,0.8075115963051489,0,352
1691,4.87,57,49,8,0.4814629176373849,0,100
1692,7.4,206,171,35,0.6548480623891278,1,475
1693,1.8,104,83,21,0.18927350016787547,0,87
1694,3.76,152,144,8,0.5335076625164867,1,229
1695,3.38,180,150,30,0.3179760494466215,0,198
1696,3.18,81,68,13,0.5264136103948782,0,96
1697,7.68,59,48,11,0.7808258334109281,0,114
1698,6.49,251,237,14,0.7689132100912617,0,489
1699,5.62,260,245,15,0.3542206780342759,0,442
1700,4.62,159,138,21,0.6942771170796391,0,300
1701,4.51,211,204,7,0.941289950394277,1,529
1702,7.85,173,141,32,0.6256693299249064,0,317
1703,3.63,274,246,28,0.14841012338263715,0,286
1704,3.96,136,128,8,0.6797086292790951,1,213
1705,4.46,104,102,2,0.10490438634931132,0,162
1706,7.12,269,239,30,0.8721104087930271,0,538
1707,7.21,81,80,1,0.5166604958019403,0,146
1708,3.1,227,158,69,0.3851407363115795,1,320
1709,7.2,184,182,2,0.05700659464969238,0,282
1710,2.9,142,120,22,0.3807837345921097,0,160
1711,1.27,57,46,11,0.9032066679157894,0,61
1712,10.63,114,79,35,0.02098299628630318,1,288
1713,7.05,106,74,32,0.4746481577818049,0,182
1714,8.37,296,269,27,0.9311580911106223,1,982
1715,5.02,116,101,15,0.3948409997650211,0,198
1716,6.69,265,263,2,0.4281756874621504,0,465
1717,6.5,264,264,0,0.5785600551991199,0,488
1718,7.23,236,186,50,0.4629373335771835,0,408
1719,7.97,121,121,0,0.16860169123755242,1,248
1720,7.77,103,74,29,0.018555539069860405,0,149
1721,7.97,298,287,11,0.6098116579787016,0,554
1722,1.82,288,208,80,0.9208065870078121,0,306
1723,6.95,278,255,23,0.10636413302716563,0,430
1724,4.5,116,97,19,0.21095271925275338,0,184
1725,3.71,100,86,14,0.3702294858249735,0,113
1726,5.29,146,127,19,0.8087422290211197,0,286
1727,1.39,141,110,31,0.2692603164709776,0,121
1728,4.55,288,217,71,0.8820544042787685,0,568
1729,7.1,57,44,13,0.05495787465006641,0,84
1730,2.49,211,191,20,0.9409566212589349,0,287
1731,3.98,84,63,21,0.5607470778737649,0,100
1732,7.58,145,135,10,0.6587776784877045,0,273
1733,6.86,137,108,29,0.3676895225363531,1,291
1734,3.51,127,95,32,0.7819942855110603,0,162
1735,6.96,81,70,11,0.16656625008440606,1,164
1736,7.68,169,144,25,0.04891182527848703,1,329
1737,5.42,95,78,17,0.39551694310755714,0,161
1738,6.6,284,228,56,0.8536957139810395,0,559
1739,7.07,193,187,6,0.7549268366376947,1,462
1740,6.72,245,205,40,0.517155970488958,0,435
1741,4.74,293,264,29,0.5721377471653535,0,534
1742,3.37,214,154,60,0.12989282629875543,0,216
1743,5.61,231,229,2,0.8406815086175822,0,463
1744,6.02,262,240,22,0.7869596829641969,0,512
1745,4.91,191,181,10,0.6564703938869427,0,359
1746,1.4,272,212,60,0.46619103632893844,0,251
1747,2.19,104,96,8,0.9644592682795124,0,143
1748,3.0,225,190,35,0.8790319718764711,0,299
1749,2.98,259,206,53,0.6444304935146186,0,318
1750,5.71,56,53,3,0.3718009977172879,0,96
1751,3.17,123,90,33,0.6180222786815124,1,185
1752,6.29,56,44,12,0.5754409265306654,0,101
1753,2.86,210,152,58,0.3942419878349164,0,234
1754,3.17,200,198,2,0.3066739716880761,0,224
1755,4.7,134,110,24,0.4070107922373224,0,228
1756,2.51,196,140,56,0.5739114060333979,0,233
1757,10.96,161,128,33,0.4281348447110944,1,464
1758,1.6,174,134,40,0.26357448820138385,0,149
1759,7.0,196,150,46,0.7609633177608087,1,461
1760,6.95,85,71,14,0.5314674959574129,0,151
1761,5.31,78,60,18,0.06767516322559997,0,116
1762,3.05,237,208,29,0.3683165056261255,0,268
1763,6.79,131,105,26,0.8849134572119935,1,319
1764,5.95,51,45,6,0.7552365311999519,0,98
1765,7.81,178,170,8,0.3232467839440071,0,300
1766,11.04,96,78,18,0.9381831520445091,1,316
1767,3.4,246,206,40,0.07660290835821015,0,248
1768,7.99,197,153,44,0.9612347038921889,0,399
1769,3.03,60,44,16,0.24570509248467565,1,81
1770,1.19,283,216,67,0.009094180302419264,0,219
1771,6.77,179,144,35,0.4338080365183268,0,307
1772,2.4,244,204,40,0.35897042968700865,0,273
1773,1.43,264,215,49,0.5390890052067938,0,251
1774,2.66,168,164,4,0.7967728605698454,0,221
1775,3.98,189,175,14,0.8424308021504471,0,251
1776,6.11,69,55,14,0.4012299996116918,0,117
1777,5.37,54,53,1,0.4298457437063502,0,95
1778,5.14,86,66,20,0.14817773032947368,1,171
1779,7.53,215,199,16,0.047547608881163494,1,422
1780,7.48,271,253,18,0.6412149902350247,0,507
1781,6.71,186,164,22,0.06443762555269228,0,281
1782,5.91,275,223,52,0.7338301194214559,1,646
1783,7.88,102,74,28,0.5390901450222475,0,180
1784,5.96,221,166,55,0.1985829782260834,0,345
1785,3.56,148,108,40,0.5395229435126496,1,218
1786,1.25,293,262,31,0.18299771660209885,0,248
1787,2.18,299,222,77,0.438737207510412,0,340
1788,6.09,135,130,5,0.7995603162422289,0,266
1789,2.29,157,156,1,0.4619192934106374,0,186
1790,4.58,73,65,8,0.14869931829754823,0,114
1791,1.65,130,94,36,0.7238286818229451,0,130
1792,7.45,251,214,37,0.18676841627000884,0,396
1793,3.41,207,202,5,0.7385498743701094,0,267
